listing_id,reviewer_name,review_date,review_status,final_quality_score_0_100,final_listing_decision,final_reviewer_note,label_source
L0251,Bhawya,2026-02-15,reviewed,72,Approve,Condition penalty -8; Age penalty -8; Price deviation penalty -12,human_reviewed
L0252,Bhawya,2026-02-15,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0253,Ashmita,2026-02-18,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0254,Aniket,2026-02-15,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0255,Anmol,2026-02-21,reviewed,70,Approve,Condition penalty -18; Age penalty -12,human_reviewed
L0256,Bhawya,2026-02-15,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0257,Ashmita,2026-02-18,reviewed,84,Approve,Condition penalty -8; Age penalty -8,human_reviewed
L0258,Anmol,2026-02-18,reviewed,70,Approve,Condition penalty -18; Age penalty -12,human_reviewed
L0259,Anmol,2026-02-21,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0260,Anmol,2026-02-21,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0261,Aniket,2026-02-21,reviewed,69,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -5,human_reviewed
L0262,Anmol,2026-02-21,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0263,Anmol,2026-02-21,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0264,Ashmita,2026-02-15,reviewed,65,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -5,human_reviewed
L0265,Aniket,2026-02-15,reviewed,83,Approve,Condition penalty -8; Age penalty -4; Price deviation penalty -5,human_reviewed
L0266,Anmol,2026-02-13,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0267,Aniket,2026-02-15,reviewed,88,Approve,Price deviation penalty -12,human_reviewed
L0268,Ashmita,2026-02-21,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0269,Anmol,2026-02-13,reviewed,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L0270,Ashmita,2026-02-13,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0271,Ashmita,2026-02-13,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0272,Bhawya,2026-02-21,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0273,Aniket,2026-02-18,reviewed,70,Approve,Condition penalty -18; Age penalty -12,human_reviewed
L0274,Anmol,2026-02-21,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0275,Ashmita,2026-02-13,reviewed,54,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -20,human_reviewed
L0276,Aniket,2026-02-15,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0277,Bhawya,2026-02-21,reviewed,76,Approve,Condition penalty -8; Age penalty -4; Price deviation penalty -12,human_reviewed
L0278,Ashmita,2026-02-21,reviewed,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L0279,Anmol,2026-02-13,reviewed,58,Review,Condition penalty -8; Age penalty -4; Price deviation penalty -30,human_reviewed
L0280,Anmol,2026-02-21,reviewed,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L0281,Aniket,2026-02-15,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0282,Ashmita,2026-02-15,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0283,Ashmita,2026-02-13,reviewed,50,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -20,human_reviewed
L0284,Bhawya,2026-02-21,reviewed,83,Approve,Condition penalty -8; Age penalty -4; Price deviation penalty -5,human_reviewed
L0285,Bhawya,2026-02-15,reviewed,88,Approve,Price deviation penalty -12,human_reviewed
L0286,Aniket,2026-02-18,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0287,Anmol,2026-02-18,reviewed,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L0288,Anmol,2026-02-13,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0289,Ashmita,2026-02-18,reviewed,80,Review,Price deviation penalty -20,human_reviewed
L0290,Bhawya,2026-02-21,reviewed,70,Approve,Condition penalty -18; Age penalty -12,human_reviewed
L0291,Ashmita,2026-02-21,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0292,Anmol,2026-02-18,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0293,Bhawya,2026-02-21,reviewed,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L0294,Ashmita,2026-02-15,reviewed,88,Approve,Price deviation penalty -12,human_reviewed
L0295,Ashmita,2026-02-21,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0296,Anmol,2026-02-15,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0297,Anmol,2026-02-21,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0298,Ashmita,2026-02-13,reviewed,70,Approve,Condition penalty -18; Age penalty -12,human_reviewed
L0299,Anmol,2026-02-18,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0300,Bhawya,2026-02-18,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0301,Ashmita,2026-02-18,reviewed,76,Approve,Condition penalty -8; Age penalty -4; Price deviation penalty -12,human_reviewed
L0302,Ashmita,2026-02-21,reviewed,70,Approve,Condition penalty -18; Age penalty -12,human_reviewed
L0303,Anmol,2026-02-18,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0304,Ashmita,2026-02-15,reviewed,76,Approve,Condition penalty -8; Age penalty -4; Price deviation penalty -12,human_reviewed
L0305,Anmol,2026-02-13,reviewed,62,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -12,human_reviewed
L0306,Ashmita,2026-02-21,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0307,Ashmita,2026-02-18,reviewed,58,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -12,human_reviewed
L0308,Anmol,2026-02-21,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0309,Anmol,2026-02-15,reviewed,84,Approve,Condition penalty -8; Age penalty -8,human_reviewed
L0310,Aniket,2026-02-15,reviewed,62,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -12,human_reviewed
L0311,Anmol,2026-02-15,reviewed,88,Approve,Price deviation penalty -12,human_reviewed
L0312,Aniket,2026-02-21,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0313,Ashmita,2026-02-18,reviewed,70,Approve,Condition penalty -18; Age penalty -12,human_reviewed
L0314,Aniket,2026-02-18,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0315,Aniket,2026-02-18,reviewed,88,Approve,Price deviation penalty -12,human_reviewed
L0316,Anmol,2026-02-21,reviewed,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L0317,Ashmita,2026-02-13,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0318,Ashmita,2026-02-18,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0319,Anmol,2026-02-13,reviewed,68,Review,Condition penalty -8; Age penalty -4; Price deviation penalty -20,human_reviewed
L0320,Ashmita,2026-02-21,reviewed,58,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -12,human_reviewed
L0321,Aniket,2026-02-15,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0322,Bhawya,2026-02-15,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0323,Anmol,2026-02-15,reviewed,70,Approve,Condition penalty -18; Age penalty -12,human_reviewed
L0324,Ashmita,2026-02-18,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0325,Aniket,2026-02-13,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0326,Ashmita,2026-02-21,reviewed,58,Review,Condition penalty -8; Age penalty -4; Price deviation penalty -30,human_reviewed
L0327,Anmol,2026-02-21,reviewed,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L0328,Aniket,2026-02-18,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0329,Anmol,2026-02-13,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0330,Ashmita,2026-02-21,reviewed,44,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -30,human_reviewed
L0331,Aniket,2026-02-13,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0332,Bhawya,2026-02-18,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0333,Ashmita,2026-02-21,reviewed,70,Approve,Condition penalty -18; Age penalty -12,human_reviewed
L0334,Ashmita,2026-02-15,reviewed,80,Review,Price deviation penalty -20,human_reviewed
L0335,Anmol,2026-02-18,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0336,Anmol,2026-02-15,reviewed,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L0337,Aniket,2026-02-21,reviewed,88,Approve,Price deviation penalty -12,human_reviewed
L0338,Anmol,2026-02-13,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0339,Anmol,2026-02-21,reviewed,50,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -20,human_reviewed
L0340,Anmol,2026-02-21,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0341,Ashmita,2026-02-15,reviewed,95,Approve,Price deviation penalty -5,human_reviewed
L0342,Anmol,2026-02-21,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0343,Ashmita,2026-02-18,reviewed,70,Approve,Condition penalty -18; Age penalty -12,human_reviewed
L0344,Ashmita,2026-02-18,reviewed,76,Approve,Condition penalty -8; Age penalty -4; Price deviation penalty -12,human_reviewed
L0345,Ashmita,2026-02-15,reviewed,88,Approve,Price deviation penalty -12,human_reviewed
L0346,Anmol,2026-02-13,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0347,Anmol,2026-02-21,reviewed,65,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -5,human_reviewed
L0348,Ashmita,2026-02-15,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0349,Anmol,2026-02-21,reviewed,58,Review,Condition penalty -8; Age penalty -4; Price deviation penalty -30,human_reviewed
L0350,Anmol,2026-02-15,reviewed,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L0351,Anmol,2026-02-13,reviewed,76,Approve,Condition penalty -8; Age penalty -4; Price deviation penalty -12,human_reviewed
L0352,Ashmita,2026-02-13,reviewed,70,Approve,Condition penalty -18; Age penalty -12,human_reviewed
L0353,Anmol,2026-02-18,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0354,Anmol,2026-02-15,reviewed,68,Review,Condition penalty -8; Age penalty -4; Price deviation penalty -20,human_reviewed
L0355,Aniket,2026-02-15,reviewed,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L0356,Anmol,2026-02-18,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0357,Ashmita,2026-02-13,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0358,Ashmita,2026-02-15,reviewed,58,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -12,human_reviewed
L0359,Aniket,2026-02-18,reviewed,83,Approve,Condition penalty -8; Age penalty -4; Price deviation penalty -5,human_reviewed
L0360,Aniket,2026-02-15,reviewed,88,Approve,Price deviation penalty -12,human_reviewed
L0361,Anmol,2026-02-21,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0362,Ashmita,2026-02-15,reviewed,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L0363,Ashmita,2026-02-13,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0364,Anmol,2026-02-18,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0365,Ashmita,2026-02-15,reviewed,70,Approve,Condition penalty -18; Age penalty -12,human_reviewed
L0366,Ashmita,2026-02-13,reviewed,83,Approve,Condition penalty -8; Age penalty -4; Price deviation penalty -5,human_reviewed
L0367,Ashmita,2026-02-13,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0368,Aniket,2026-02-21,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0369,Anmol,2026-02-21,reviewed,69,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -5,human_reviewed
L0370,Anmol,2026-02-18,reviewed,80,Review,Price deviation penalty -20,human_reviewed
L0371,Anmol,2026-02-21,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0372,Anmol,2026-02-15,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0373,Bhawya,2026-02-18,reviewed,70,Approve,Condition penalty -18; Age penalty -12,human_reviewed
L0374,Bhawya,2026-02-15,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0375,Ashmita,2026-02-13,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0382,Anmol,3/13/26,reviewed,58,Review,Condition penalty -18; Age penalty -4; Price deviation penalty -20,human_reviewed
L0385,Anmol,3/13/26,reviewed,25,Reject,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L0393,Anmol,3/13/26,reviewed,70,Review,Price deviation penalty -30,human_reviewed
L0395,Anmol,3/13/26,reviewed,29,Reject,Condition penalty -18; Age penalty -8; Price deviation penalty -45,human_reviewed
L0396,Anmol,3/13/26,reviewed,58,Review,Condition penalty -8; Age penalty -4; Price deviation penalty -30,human_reviewed
L0397,Anmol,3/13/26,reviewed,70,Review,Price deviation penalty -30,human_reviewed
L0398,Anmol,3/13/26,reviewed,78,Approve,Condition penalty -18; Age penalty -4,human_reviewed
L0401,Anmol,3/13/26,reviewed,46,Review,Condition penalty -18; Age penalty -16; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L0402,Anmol,3/13/26,reviewed,35,Reject,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L0405,Anmol,3/13/26,reviewed,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L0406,Anmol,3/13/26,reviewed,62,Review,Condition penalty -8; Price deviation penalty -30,human_reviewed
L0408,Anmol,3/13/26,reviewed,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L0410,Anmol,3/13/26,reviewed,66,Review,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal,human_reviewed
L0411,Anmol,3/13/26,reviewed,58,Review,Condition penalty -18; Age penalty -4; Price deviation penalty -20,human_reviewed
L0415,Anmol,3/13/26,reviewed,21,Reject,Condition penalty -18; Age penalty -16; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L0416,Anmol,3/13/26,reviewed,66,Review,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal,human_reviewed
L0417,Anmol,3/13/26,reviewed,35,Reject,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L0419,Anmol,3/13/26,reviewed,80,Review,Condition penalty -8; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0427,Anmol,3/13/26,reviewed,62,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -12,human_reviewed
L0430,Anmol,3/13/26,reviewed,76,Review,Condition penalty -8; Age penalty -16; Older listing: needs reapproval/removal,human_reviewed
L0433,Anmol,3/13/26,reviewed,33,Reject,Condition penalty -18; Age penalty -4; Price deviation penalty -45,human_reviewed
L0434,Anmol,3/13/26,reviewed,66,Review,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal,human_reviewed
L0436,Anmol,3/13/26,reviewed,54,Review,Condition penalty -18; Age penalty -16; Price deviation penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0439,Anmol,3/13/26,reviewed,58,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0441,Anmol,3/13/26,reviewed,50,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L0445,Anmol,3/13/26,reviewed,58,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0446,Anmol,3/13/26,reviewed,78,Approve,Condition penalty -18; Age penalty -4,human_reviewed
L0454,Anmol,3/13/26,reviewed,60,Review,Condition penalty -8; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L0456,Anmol,3/13/26,reviewed,66,Review,Condition penalty -18; Age penalty -4; Price deviation penalty -12,human_reviewed
L0458,Anmol,3/13/26,reviewed,66,Review,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal,human_reviewed
L0461,Anmol,3/13/26,reviewed,35,Reject,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L0462,Anmol,3/13/26,reviewed,58,Review,Condition penalty -18; Age penalty -4; Price deviation penalty -20,human_reviewed
L0465,Anmol,3/13/26,reviewed,54,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -20,human_reviewed
L0467,Anmol,3/13/26,reviewed,70,Review,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0469,Anmol,3/13/26,reviewed,25,Reject,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L0473,Anmol,3/13/26,reviewed,66,Review,Condition penalty -18; Age penalty -4; Price deviation penalty -12,human_reviewed
L0475,Anmol,3/13/26,reviewed,35,Reject,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L0477,Anmol,3/13/26,reviewed,25,Reject,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L0480,Anmol,3/13/26,reviewed,54,Review,Condition penalty -8; Age penalty -8; Price deviation penalty -30,human_reviewed
L0485,Anmol,3/13/26,reviewed,25,Reject,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L0487,Anmol,3/13/26,reviewed,58,Review,Condition penalty -18; Age penalty -4; Price deviation penalty -20,human_reviewed
L0489,Anmol,3/13/26,reviewed,78,Approve,Condition penalty -18; Age penalty -4,human_reviewed
L0492,Anmol,3/13/26,reviewed,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L0493,Anmol,3/13/26,reviewed,29,Reject,Condition penalty -18; Age penalty -8; Price deviation penalty -45,human_reviewed
L0495,Anmol,3/13/26,reviewed,50,Review,Condition penalty -8; Age penalty -12; Price deviation penalty -30; Older listing: needs reapproval/removal,human_reviewed
L0496,Anmol,3/13/26,reviewed,76,Review,Condition penalty -8; Age penalty -16; Older listing: needs reapproval/removal,human_reviewed
L0497,Anmol,3/13/26,reviewed,54,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -20,human_reviewed
L0498,Anmol,3/13/26,reviewed,66,Review,Condition penalty -18; Age penalty -4; Price deviation penalty -12,human_reviewed
L0500,Anmol,3/13/26,reviewed,80,Review,Condition penalty -8; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0501,Anmol,3/13/26,reviewed,55,Reject,Price deviation penalty -45,human_reviewed
L0503,Anmol,3/13/26,reviewed,31,Reject,Condition penalty -8; Age penalty -16; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L0506,Anmol,3/13/26,reviewed,50,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L0507,Anmol,3/13/26,reviewed,64,Review,Condition penalty -8; Age penalty -16; Price deviation penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0509,Anmol,3/13/26,reviewed,70,Review,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0510,Anmol,3/13/26,reviewed,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L0513,Anmol,3/13/26,reviewed,70,Review,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0516,Anmol,3/13/26,reviewed,56,Review,Condition penalty -8; Age penalty -16; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L0522,Anmol,3/13/26,reviewed,44,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -30,human_reviewed
L0525,Anmol,3/13/26,reviewed,50,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L0528,Anmol,3/13/26,reviewed,66,Review,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal,human_reviewed
L0533,Anmol,3/13/26,reviewed,80,Review,Condition penalty -8; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0534,Anmol,3/13/26,reviewed,70,Review,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0539,Anmol,3/13/26,reviewed,33,Reject,Condition penalty -18; Age penalty -4; Price deviation penalty -45,human_reviewed
L0540,Anmol,3/13/26,reviewed,46,Review,Condition penalty -18; Age penalty -16; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L0542,Anmol,3/13/26,reviewed,60,Review,Condition penalty -8; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L0544,Anmol,3/13/26,reviewed,39,Reject,Condition penalty -8; Age penalty -8; Price deviation penalty -45,human_reviewed
L0549,Anmol,3/13/26,reviewed,70,Review,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0550,Anmol,3/13/26,reviewed,35,Reject,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L0553,Anmol,3/13/26,reviewed,54,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -20,human_reviewed
L0554,Anmol,3/13/26,reviewed,35,Reject,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L0556,Anmol,3/13/26,reviewed,80,Review,Condition penalty -8; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0557,Anmol,3/13/26,reviewed,50,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L0560,Anmol,3/13/26,reviewed,54,Review,Condition penalty -8; Age penalty -8; Price deviation penalty -30,human_reviewed
L0561,Anmol,3/13/26,reviewed,58,Review,Condition penalty -8; Age penalty -4; Price deviation penalty -30,human_reviewed
L0562,Anmol,3/13/26,reviewed,62,Review,Condition penalty -8; Price deviation penalty -30,human_reviewed
L0568,Anmol,3/13/26,reviewed,62,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -12,human_reviewed
L0571,Anmol,3/13/26,reviewed,58,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0576,Anmol,3/13/26,reviewed,58,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0577,Anmol,3/13/26,reviewed,35,Reject,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L0581,Anmol,3/13/26,reviewed,70,Review,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0587,Anmol,3/13/26,reviewed,58,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0588,Anmol,3/13/26,reviewed,50,Review,Condition penalty -8; Age penalty -12; Price deviation penalty -30; Older listing: needs reapproval/removal,human_reviewed
L0592,Anmol,3/13/26,reviewed,21,Reject,Condition penalty -18; Age penalty -16; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L0593,Anmol,3/13/26,reviewed,48,Review,Condition penalty -18; Age penalty -4; Price deviation penalty -30,human_reviewed
L0596,Anmol,3/13/26,reviewed,50,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L0599,Anmol,3/13/26,reviewed,48,Review,Condition penalty -18; Age penalty -4; Price deviation penalty -30,human_reviewed
L0600,Anmol,3/13/26,reviewed,70,Review,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0607,Anmol,3/13/26,reviewed,33,Reject,Condition penalty -18; Age penalty -4; Price deviation penalty -45,human_reviewed
L0609,Anmol,3/13/26,reviewed,29,Reject,Condition penalty -18; Age penalty -8; Price deviation penalty -45,human_reviewed
L0611,Anmol,3/13/26,reviewed,46,Review,Condition penalty -18; Age penalty -16; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L0613,Anmol,3/13/26,reviewed,60,Review,Condition penalty -8; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L0620,Anmol,3/13/26,reviewed,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L0621,Anmol,3/13/26,reviewed,29,Reject,Condition penalty -18; Age penalty -8; Price deviation penalty -45,human_reviewed
L0626,Anmol,3/13/26,reviewed,54,Review,Condition penalty -8; Age penalty -8; Price deviation penalty -30,human_reviewed
L0627,Anmol,3/13/26,reviewed,80,Review,Condition penalty -8; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0629,Anmol,3/13/26,reviewed,80,Review,Condition penalty -8; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0630,Anmol,3/13/26,reviewed,29,Reject,Condition penalty -18; Age penalty -8; Price deviation penalty -45,human_reviewed
L0632,Anmol,3/13/26,reviewed,25,Reject,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L0633,Anmol,3/13/26,reviewed,78,Approve,Condition penalty -18; Age penalty -4,human_reviewed
L0634,Anmol,3/13/26,reviewed,43,Reject,Condition penalty -8; Age penalty -4; Price deviation penalty -45,human_reviewed
L0638,Anmol,3/13/26,reviewed,55,Reject,Price deviation penalty -45,human_reviewed
L0641,Anmol,3/13/26,reviewed,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L0651,Anmol,3/13/26,reviewed,70,Review,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0655,Anmol,3/13/26,reviewed,50,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L0656,Anmol,3/13/26,reviewed,58,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0661,Anmol,3/13/26,reviewed,62,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -12,human_reviewed
L0662,Anmol,3/13/26,reviewed,25,Reject,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L0663,Anmol,3/13/26,reviewed,78,Approve,Condition penalty -18; Age penalty -4,human_reviewed
L0668,Anmol,3/13/26,reviewed,29,Reject,Condition penalty -18; Age penalty -8; Price deviation penalty -45,human_reviewed
L0670,Anmol,3/13/26,reviewed,29,Reject,Condition penalty -18; Age penalty -8; Price deviation penalty -45,human_reviewed
L0674,Anmol,3/13/26,reviewed,58,Review,Condition penalty -18; Age penalty -4; Price deviation penalty -20,human_reviewed
L0678,Anmol,3/13/26,reviewed,54,Review,Condition penalty -18; Age penalty -16; Price deviation penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0679,Anmol,3/13/26,reviewed,58,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal,human_reviewed
